ID,Flybase,Accession,Gene Name,logFC,logCPM,LR,PValue,fdr,Up-regulated in
GB50881,#N/A,XM_006566216.1," PREDICTED: Apis mellifera uncharacterized LOC102655420 (LOC102655420), mRNA",-2.021392267,2.440588755,17.86190551,2.38E-05,0.000681035,Reproductive
GB42826,#N/A,#N/A,#N/A,-2.0181597,-1.848330044,11.48396279,0.000701993,0.008288644,Reproductive
GB43683,#N/A,#N/A,#N/A,-2.015995542,1.716828568,15.60540344,7.80E-05,0.00165002,Reproductive
GB54293,#N/A,XM_001120319.3," PREDICTED: Apis mellifera uncharacterized LOC724457 (LOC724457), mRNA",-2.014747136,1.876098009,27.73318467,1.39E-07,1.77E-05,Reproductive
GB45229,#N/A,XM_006566611.1," PREDICTED: Apis mellifera uncharacterized LOC100576185 (LOC100576185), transcript variant X1, mRNA",-2.013820607,5.128548178,27.9006713,1.28E-07,1.70E-05,Reproductive
GB48764,#N/A,XM_003251277.2," PREDICTED: Apis mellifera uncharacterized LOC100578780 (LOC100578780), mRNA",-2.013334178,3.921912501,29.04623613,7.07E-08,1.06E-05,Reproductive
GB53155,#N/A,XM_006558728.1," PREDICTED: Apis mellifera maternal embryonic leucine zipper kinase-like (LOC411529), mRNA",-2.011412968,3.792359071,46.59275513,8.74E-12,4.43E-08,Reproductive
GB45015,FBgn0032848,XM_001119910.3," PREDICTED: Apis mellifera SHC SH2 domain-binding protein 1 homolog B-like (LOC724154), transcript variant X1, mRNA",-2.005194615,3.764511246,34.50804011,4.24E-09,1.54E-06,Reproductive
GB52549,#N/A,#N/A,#N/A,-2.001269083,4.418461544,20.41057043,6.25E-06,0.000262294,Reproductive
GB49998,FBgn0003525,XM_001122242.3," PREDICTED: Apis mellifera uncharacterized LOC726510 (LOC726510), transcript variant X1, mRNA",-1.998455979,5.585433053,21.90447135,2.87E-06,0.000146621,Reproductive
GB49919,#N/A,XM_001120578.3," PREDICTED: Apis mellifera uncharacterized LOC724687 (LOC724687), transcript variant X1, mRNA",-1.994170354,4.637481346,16.85075643,4.04E-05,0.001017357,Reproductive
GB42306,#N/A,XM_006571702.1," PREDICTED: Apis mellifera ATP-dependent RNA helicase vasa (vas), transcript variant X1, mRNA",-1.986799282,7.325065424,30.75061197,2.93E-08,5.57E-06,Reproductive
GB45129,#N/A,#N/A,#N/A,-1.98410362,-2.963695767,7.242518132,0.007119706,0.041643976,Reproductive
GB52162,#N/A,XR_409050.1," PREDICTED: Apis mellifera uncharacterized LOC100578454 (LOC100578454), ncRNA",-1.978398363,3.740137769,17.45019075,2.95E-05,0.000799697,Reproductive
GB54353,FBgn0037236,XM_395497.5," PREDICTED: Apis mellifera S-phase kinase-associated protein 2 (Skp2), transcript variant X6, mRNA",-1.978364163,5.621727671,31.95475718,1.58E-08,3.69E-06,Reproductive
GB50799,#N/A,#N/A,#N/A,-1.9757153,0.993340854,16.2328552,5.60E-05,0.001290004,Reproductive
GB52243,#N/A,#N/A,#N/A,-1.975244988,0.260303588,17.15868806,3.44E-05,0.000894523,Reproductive
GB50791,#N/A,#N/A,#N/A,-1.970004267,-2.756373945,7.094157138,0.007733565,0.044330162,Reproductive
GB50166,#N/A,XM_003250211.2," PREDICTED: Apis mellifera uncharacterized LOC100576273 (LOC100576273), mRNA",-1.964720015,4.144813857,20.31280682,6.58E-06,0.000270806,Reproductive
GB50089,#N/A,#N/A,#N/A,-1.963690852,1.507735829,19.97421705,7.85E-06,0.000302738,Reproductive
GB43287,#N/A,XM_003250080.2," PREDICTED: Apis mellifera uncharacterized LOC100576492 (LOC100576492), mRNA",-1.959514391,2.272015433,32.0643778,1.49E-08,3.54E-06,Reproductive
GB47488,FBgn0004378,XM_623505.4," PREDICTED: Apis mellifera kinesin 5A (kinesin-5A), transcript variant X2, mRNA",-1.958933621,4.015457338,25.74221274,3.90E-07,3.64E-05,Reproductive
GB51027,#N/A,#N/A,#N/A,-1.958423158,-1.802683116,7.28201186,0.006964849,0.041038326,Reproductive
GB51235,#N/A,#N/A,#N/A,-1.956174173,0.086180428,24.21242536,8.63E-07,6.28E-05,Reproductive
GB55712,#N/A,XM_003251632.2," PREDICTED: Apis mellifera uncharacterized LOC100578289 (LOC100578289), transcript variant 2, mRNA",-1.955946363,5.450881121,16.24671166,5.56E-05,0.001290004,Reproductive
GB46474,#N/A,#N/A,#N/A,-1.955406354,0.953219187,24.3289644,8.12E-07,6.11E-05,Reproductive
GB52959,#N/A,XR_411146.1," PREDICTED: Apis mellifera uncharacterized LOC102654524 (LOC102654524), transcript variant X1, ncRNA",-1.953933093,5.116156448,20.50375883,5.95E-06,0.000253218,Reproductive
GB46559,#N/A,#N/A,#N/A,-1.940595551,-2.841655695,8.939989894,0.002789943,0.022196842,Reproductive
GB52453,#N/A,XM_006565844.1," PREDICTED: Apis mellifera apoptotic protease-activating factor 1-like (LOC100578356), transcript variant X1, mRNA",-1.936786703,2.632785105,39.30096973,3.63E-10,3.45E-07,Reproductive
GB46441,#N/A,XM_003251446.2," PREDICTED: Apis mellifera uncharacterized LOC100577499 (LOC100577499), mRNA",-1.936430007,2.199965305,29.48722594,5.63E-08,9.20E-06,Reproductive
GB45194,FBgn0020391,XM_391863.5," PREDICTED: Apis mellifera neurospecific receptor kinase (Nrk), transcript variant 2, mRNA",-1.935912964,3.318596633,23.0035276,1.62E-06,0.000103246,Reproductive
GB45679,FBgn0261823,XM_003251463.2," PREDICTED: Apis mellifera uncharacterized LOC100576908 (LOC100576908), transcript variant X1, mRNA",-1.935156139,5.543905388,35.13811418,3.07E-09,1.33E-06,Reproductive
GB42037,FBgn0259876,XM_006564177.1," PREDICTED: Apis mellifera condensin complex subunit 3-like (LOC413691), mRNA",-1.934180218,2.940488775,33.94890498,5.66E-09,1.87E-06,Reproductive
GB47347,#N/A,XM_003251376.2," PREDICTED: Apis mellifera uncharacterized LOC100578533 (LOC100578533), transcript variant X1, mRNA",-1.930015236,1.282725871,22.11353484,2.57E-06,0.000137026,Reproductive
GB40828,#N/A,XM_006563253.1," PREDICTED: Apis mellifera uncharacterized LOC725746 (LOC725746), mRNA",-1.929555766,2.916279797,37.26105195,1.03E-09,7.14E-07,Reproductive
GB53370,#N/A,NM_001040220.1," Apis mellifera odorant binding protein 7 (Obp7), mRNA",-1.92517773,2.874037983,19.57636584,9.67E-06,0.000349061,Reproductive
GB52194,#N/A,XM_006561260.1," PREDICTED: Apis mellifera collagen alpha-2(IV) chain-like (LOC409448), transcript variant X1, mRNA",-1.917851228,3.826128877,16.54512606,4.75E-05,0.001149523,Reproductive
GB45275,FBgn0003124,XM_396707.4," PREDICTED: Apis mellifera serine/threonine-protein kinase polo (polo), transcript variant X3, mRNA",-1.909216564,4.962570974,37.43481733,9.45E-10,6.84E-07,Reproductive
GB51813,FBgn0030596,XM_624767.4," PREDICTED: Apis mellifera GMC oxidoreductase 2 (GMCOX2), mRNA",-1.905965797,2.908193452,17.31955525,3.16E-05,0.000837819,Reproductive
GB52319,#N/A,#N/A,#N/A,-1.900160814,-2.66284764,9.455896698,0.002104714,0.0181003,Reproductive
GB41949,#N/A,#N/A,#N/A,-1.899369077,-0.148912931,10.75634651,0.001039223,0.010831301,Reproductive
GB55825,FBgn0030864,XM_006560895.1," PREDICTED: Apis mellifera lymphokine-activated killer T-cell-originated protein kinase-like (LOC551365), transcript variant X2, mRNA",-1.885668793,2.966371153,51.17555577,8.45E-13,6.42E-09,Reproductive
GB44314,#N/A,#N/A,#N/A,-1.882333953,-1.185249369,13.04038026,0.000304846,0.004577513,Reproductive
GB45077,FBgn0015625,XM_397108.4," PREDICTED: Apis mellifera G2/mitotic-specific cyclin-B3 (CycB3), transcript variant X2, mRNA",-1.876508371,4.647958712,35.04326015,3.22E-09,1.34E-06,Reproductive
GB51915,#N/A,XM_006565607.1," PREDICTED: Apis mellifera testis-expressed sequence 2 protein-like (LOC724294), mRNA",-1.869624631,-1.589893848,12.3472325,0.000441641,0.005960188,Reproductive
GB49572,FBgn0038389,XM_003249652.2," PREDICTED: Apis mellifera uncharacterized LOC100578773 (LOC100578773), partial mRNA",-1.865859911,4.8394065,34.92451445,3.43E-09,1.34E-06,Reproductive
GB52657,#N/A,XM_006572037.1," PREDICTED: Apis mellifera e3 ubiquitin-protein ligase MARCH3-like (LOC100579022), transcript variant X2, mRNA",-1.865547462,1.994204535,26.26706713,2.97E-07,2.99E-05,Reproductive
GB44442,FBgn0039286,XM_006567931.1," PREDICTED: Apis mellifera protein distal antenna-like (LOC100578718), mRNA",-1.861838733,6.650899244,17.25051225,3.28E-05,0.000862933,Reproductive
GB40567,#N/A,XM_006559676.1," PREDICTED: Apis mellifera serine protease 20 (SP20), mRNA",-1.856809736,5.588242772,16.81307019,4.12E-05,0.001034337,Reproductive
GB44171,#N/A,XM_006567308.1," PREDICTED: Apis mellifera mitochondrial import receptor subunit TOM40 homolog 1-like (LOC102655740), mRNA",-1.853036871,1.708297373,20.2308393,6.86E-06,0.000278445,Reproductive
GB42837,FBgn0035766,XM_006561712.1," PREDICTED: Apis mellifera N-acetyltransferase eco (eco), mRNA",-1.85067782,2.152961618,30.49085007,3.35E-08,6.29E-06,Reproductive
GB44248,#N/A,XM_396778.4," PREDICTED: Apis mellifera hemicentin-2-like (LOC413333), mRNA",-1.842725691,2.334039769,26.38957089,2.79E-07,2.85E-05,Reproductive
GB50767,#N/A,XM_003249776.2," PREDICTED: Apis mellifera uncharacterized LOC100578727 (LOC100578727), transcript variant X1, mRNA",-1.842710184,6.234350329,21.40229374,3.72E-06,0.000178549,Reproductive
GB44405,#N/A,#N/A,#N/A,-1.841383247,-2.202481438,11.00059923,0.000910824,0.009844159,Reproductive
GB44863,#N/A,XM_006560768.1," PREDICTED: Apis mellifera uncharacterized LOC100578726 (LOC100578726), mRNA",-1.839314024,3.617448376,28.29440889,1.04E-07,1.47E-05,Reproductive
GB46376,FBgn0041775,XM_393502.5," PREDICTED: Apis mellifera trailer hitch (tral), transcript variant X2, mRNA",-1.835248708,10.40360639,17.44829445,2.95E-05,0.000799697,Reproductive
GB45985,FBgn0041150,XM_006563161.1," PREDICTED: Apis mellifera P protein-like (LOC551871), transcript variant X5, mRNA",-1.834767328,5.644172979,19.03575562,1.28E-05,0.000432267,Reproductive
GB55319,#N/A,#N/A,#N/A,-1.827521095,1.695644292,16.17346554,5.78E-05,0.001320751,Reproductive
GB48791,#N/A,XM_001120432.2," PREDICTED: Apis mellifera cytochrome c, testis-specific-like (LOC724543), mRNA",-1.825413523,-0.192441127,16.80977535,4.13E-05,0.001034427,Reproductive
GB44971,#N/A,XM_006566763.1," PREDICTED: Apis mellifera replication factor C subunit 4-like (LOC726018), mRNA",-1.821811473,3.752102116,31.55429701,1.94E-08,4.27E-06,Reproductive
GB47507,FBgn0053841,XM_001120346.3," PREDICTED: Apis mellifera histone H2A-like (LOC725450), mRNA",-1.821668744,2.754716274,13.86461986,0.000196462,0.003306137,Reproductive
GB46629,#N/A,XM_006557416.1," PREDICTED: Apis mellifera uncharacterized LOC100577537 (LOC100577537), transcript variant X3, mRNA",-1.820289165,2.62239233,15.69730192,7.43E-05,0.001595368,Reproductive
GB48719,#N/A,XM_006559063.1," PREDICTED: Apis mellifera BTB/POZ domain-containing protein 19-like (LOC412476), transcript variant X1, mRNA",-1.818072667,-0.64006148,17.74470945,2.53E-05,0.000712208,Reproductive
GB43162,FBgn0003023,XM_006570277.1," PREDICTED: Apis mellifera uncharacterized LOC100576989 (LOC100576989), mRNA",-1.817160306,5.536160786,21.25105161,4.03E-06,0.000187801,Reproductive
GB46849,#N/A,XR_408502.1," PREDICTED: Apis mellifera uncharacterized LOC100577303 (LOC100577303), transcript variant X2, ncRNA",-1.815999167,-1.344900044,11.29619415,0.000776661,0.008893855,Reproductive
GB46448,#N/A,XM_393144.5," PREDICTED: Apis mellifera high affinity cationic amino acid transporter 1-like (LOC409646), transcript variant X6, mRNA",-1.815515572,5.433415338,32.90261558,9.69E-09,2.68E-06,Reproductive
GB55630,FBgn0037100,XM_006568693.1," PREDICTED: Apis mellifera neuropeptides capa receptor-like protein (LOC411672), transcript variant X1, mRNA",-1.811391612,2.894581014,27.58664537,1.50E-07,1.84E-05,Reproductive
GB53108,#N/A,XR_407988.1," PREDICTED: Apis mellifera uncharacterized LOC100576933 (LOC100576933), transcript variant X1, ncRNA",-1.803039992,0.957743622,18.52637617,1.68E-05,0.000534954,Reproductive
GB46932,#N/A,#N/A,#N/A,-1.795682193,2.264664907,19.65387084,9.28E-06,0.000340077,Reproductive
GB49168,#N/A,XM_001121007.3," PREDICTED: Apis mellifera uncharacterized LOC725122 (LOC725122), mRNA",-1.789351668,0.806532712,32.81690371,1.01E-08,2.70E-06,Reproductive
GB47966,FBgn0039155,XM_006564272.1," PREDICTED: Apis mellifera anosmin-1-like (LOC725366), transcript variant X2, mRNA",-1.786200534,3.445694502,12.00616986,0.000530247,0.006788682,Reproductive
GB47309,FBgn0002873,XM_006564438.1," PREDICTED: Apis mellifera uncharacterized LOC727405 (LOC727405), mRNA",-1.783277373,5.047172948,18.32710964,1.86E-05,0.000571127,Reproductive
GB50065,#N/A,XM_003250216.2," PREDICTED: Apis mellifera uncharacterized LOC100576569 (LOC100576569), mRNA",-1.781354545,5.055517961,11.9529547,0.000545608,0.006938123,Reproductive
GB47460,FBgn0001086,XM_624564.4," PREDICTED: Apis mellifera fizzy (fzy), transcript variant X2, mRNA",-1.779885471,5.345230397,31.22817586,2.29E-08,4.85E-06,Reproductive
GB45938,#N/A,XM_006563134.1," PREDICTED: Apis mellifera aromatic-L-amino-acid decarboxylase-like (LOC410639), transcript variant X1, mRNA",-1.779481327,3.102302209,34.7505308,3.75E-09,1.39E-06,Reproductive
GB40362,FBgn0025832,XM_006559608.1," PREDICTED: Apis mellifera flap endonuclease 1 (LOC412308), mRNA",-1.775702772,3.396269449,22.39692112,2.22E-06,0.000126195,Reproductive
GB50801,#N/A,XM_624160.3," PREDICTED: Apis mellifera serine/threonine-protein kinase VRK1-like (LOC551773), mRNA",-1.7691765,5.096128758,33.84243628,5.98E-09,1.93E-06,Reproductive
GB45195,FBgn0033984,XM_006566512.1," PREDICTED: Apis mellifera protein lap1-like (LOC410256), mRNA",-1.746356284,2.603116869,12.00447794,0.000530729,0.006788682,Reproductive
GB42872,FBgn0010382,XM_394802.3," PREDICTED: Apis mellifera G1/S-specific cyclin-E (CycE), mRNA",-1.745371415,3.609880041,24.90560475,6.02E-07,4.95E-05,Reproductive
GB49901,FBgn0004893,XM_006565020.1," PREDICTED: Apis mellifera protein bowel-like (LOC410399), transcript variant X1, mRNA",-1.741822894,7.333744025,26.76071042,2.30E-07,2.46E-05,Reproductive
GB43922,#N/A,XM_003250306.2," PREDICTED: Apis mellifera uncharacterized LOC100577269 (LOC100577269), transcript variant X1, mRNA",-1.732273699,1.600819549,25.98797386,3.44E-07,3.35E-05,Reproductive
GB51032,#N/A,XM_003250748.2," PREDICTED: Apis mellifera uncharacterized LOC100578048 (LOC100578048), transcript variant X1, mRNA",-1.730098296,3.996235954,19.09738432,1.24E-05,0.000422275,Reproductive
GB50367,#N/A,#N/A,#N/A,-1.727938773,3.81932888,34.16682617,5.06E-09,1.75E-06,Reproductive
GB50007,#N/A,XM_006563561.1," PREDICTED: Apis mellifera glutamate receptor delta-2 subunit-like (LOC100576097), transcript variant X1, mRNA",-1.724510155,5.371182924,27.23688846,1.80E-07,2.09E-05,Reproductive
GB47482,#N/A,XM_006570798.1," PREDICTED: Apis mellifera histone H1-like (LOC100577833), mRNA",-1.723529503,6.32142359,24.9655194,5.84E-07,4.90E-05,Reproductive
GB51301,FBgn0004053,XM_001120101.3," PREDICTED: Apis mellifera homeobox protein OTX-like (LOC724297), mRNA",-1.713498379,1.37079926,18.50826687,1.69E-05,0.000535333,Reproductive
GB52218,#N/A,XM_006572410.1," PREDICTED: Apis mellifera adenylate cyclase, terminal-differentiation specific-like (LOC102654472), mRNA",-1.713090685,0.44990389,14.5216201,0.00013856,0.002542948,Reproductive
GB50742,FBgn0035741,XM_006561149.1," PREDICTED: Apis mellifera Bardet-Biedl syndrome 1 protein-like (LOC102655146), mRNA",-1.710027851,4.068181002,24.08361245,9.22E-07,6.52E-05,Reproductive
GB51685,FBgn0034314,XM_006569830.1," PREDICTED: Apis mellifera TRAF-interacting protein-like (LOC100577676), mRNA",-1.70974668,1.691599202,16.70049382,4.38E-05,0.001085029,Reproductive
GB53324,#N/A,XM_006567433.1," PREDICTED: Apis mellifera gustatory receptor 7 (Gr7), transcript variant X1, mRNA",-1.709555619,2.021229697,37.9953488,7.09E-10,5.39E-07,Reproductive
GB42466,FBgn0031760,XM_624284.4," PREDICTED: Apis mellifera tetraspanin 14 (Tspan14), transcript variant X3, mRNA",-1.708622081,6.923865539,21.99156474,2.74E-06,0.000142515,Reproductive
GB49499,#N/A,XM_006560694.1," PREDICTED: Apis mellifera uncharacterized LOC102654466 (LOC102654466), mRNA",-1.704568579,-2.022704433,11.2767846,0.000784824,0.008973801,Reproductive
GB47408,FBgn0053886,XM_001120889.3," PREDICTED: Apis mellifera histone H2B.3-like (LOC726447), mRNA",-1.702511027,4.994476876,27.21199598,1.82E-07,2.10E-05,Reproductive
GB50613,#N/A,XM_003250463.2," PREDICTED: Apis mellifera uncharacterized LOC100578514 (LOC100578514), mRNA",-1.699308357,3.674398904,10.80869429,0.001010245,0.010609321,Reproductive
GB44973,#N/A,XM_006566511.1," PREDICTED: Apis mellifera uncharacterized LOC725952 (LOC725952), mRNA",-1.697351596,2.532728684,10.88858292,0.000967588,0.010303072,Reproductive
GB48463,#N/A,XM_006558786.1," PREDICTED: Apis mellifera uncharacterized LOC411486 (LOC411486), mRNA",-1.696097811,2.791203565,20.39580216,6.30E-06,0.00026323,Reproductive
GB54869,#N/A,XR_409480.1," PREDICTED: Apis mellifera uncharacterized LOC100578481 (LOC100578481), transcript variant X3, ncRNA",-1.695775542,0.941065396,28.52319199,9.26E-08,1.37E-05,Reproductive
GB45473,#N/A,#N/A,#N/A,-1.695761746,-0.14471443,16.52342134,4.81E-05,0.001160907,Reproductive
GB40848,#N/A,XM_006563280.1," PREDICTED: Apis mellifera uncharacterized LOC551556 (LOC551556), transcript variant X2, mRNA",-1.695265609,4.069866591,27.33152906,1.71E-07,2.03E-05,Reproductive
GB43292,FBgn0038163,XM_624050.4," PREDICTED: Apis mellifera uncharacterized LOC551661 (LOC551661), mRNA",-1.691930196,2.454667744,27.13049437,1.90E-07,2.16E-05,Reproductive
GB44970,FBgn0040348,XM_393737.5," PREDICTED: Apis mellifera RUN domain-containing protein 1-like (LOC410255), mRNA",-1.686561574,3.282457928,19.37357288,1.07E-05,0.000380005,Reproductive
GB55108,FBgn0259697,XM_001121290.3," PREDICTED: Apis mellifera neverland (LOC725442), mRNA",-1.685268979,0.071195733,23.6637784,1.15E-06,7.75E-05,Reproductive
GB50551,FBgn0263143,XM_006560981.1," PREDICTED: Apis mellifera uncharacterized LOC100576625 (LOC100576625), mRNA",-1.684822182,4.398184967,35.93887169,2.04E-09,1.05E-06,Reproductive
GB41610,#N/A,XM_006565776.1," PREDICTED: Apis mellifera zinc finger with UFM1-specific peptidase domain protein-like (LOC410549), transcript variant X4, mRNA",-1.682496017,6.045829069,21.90704933,2.86E-06,0.000146621,Reproductive
GB47711,#N/A,XM_006557349.1," PREDICTED: Apis mellifera cortex (cort), transcript variant X3, mRNA",-1.676392523,1.514704075,21.39280174,3.74E-06,0.000178803,Reproductive
GB53966,#N/A,#N/A,#N/A,-1.671684941,0.133784217,13.48402817,0.000240603,0.003819009,Reproductive
GB54541,FBgn0031973,XM_003249834.2," PREDICTED: Apis mellifera uncharacterized LOC100577408 (LOC100577408), transcript variant X1, mRNA",-1.670320647,6.829424666,24.93073832,5.94E-07,4.91E-05,Reproductive
GB50473,#N/A,#N/A,#N/A,-1.660096447,4.244785203,20.08619389,7.40E-06,0.000291437,Reproductive
GB43487,FBgn0015553,XM_623356.3," PREDICTED: Apis mellifera exonuclease 1-like (LOC550962), transcript variant X2, mRNA",-1.656802831,1.693745862,20.52371522,5.89E-06,0.000251989,Reproductive
GB45270,FBgn0038934,XM_393329.4," PREDICTED: Apis mellifera poly(A) RNA polymerase gld-2 homolog A (Gld2), mRNA",-1.652378711,4.229208084,30.10612918,4.09E-08,7.58E-06,Reproductive
GB40549,#N/A,XM_006559638.1," PREDICTED: Apis mellifera uncharacterized LOC100576478 (LOC100576478), transcript variant X1, mRNA",-1.648695535,1.875537323,25.16614669,5.26E-07,4.55E-05,Reproductive
GB46275,FBgn0004106,XM_003249408.2," PREDICTED: Apis mellifera cyclin-dependent kinase 1-like (LOC409590), transcript variant 1, mRNA",-1.647969378,3.475846332,34.84042856,3.58E-09,1.36E-06,Reproductive
GB43496,#N/A,XM_006564038.1," PREDICTED: Apis mellifera neuromusculin (nrm), transcript variant X1, mRNA",-1.641153489,7.022989208,15.64908887,7.62E-05,0.001625083,Reproductive
GB55713,#N/A,XR_120614.2," PREDICTED: Apis mellifera uncharacterized LOC100578391 (LOC100578391), transcript variant X2, ncRNA",-1.63964282,2.103112212,17.07964425,3.58E-05,0.000923674,Reproductive
GB46374,#N/A,#N/A,#N/A,-1.634597802,-0.349773201,12.55771763,0.000394573,0.005551793,Reproductive
GB44765,#N/A,XM_003251358.2," PREDICTED: Apis mellifera histone H2B.3-like (LOC724633), mRNA",-1.633475741,3.922534592,30.85481185,2.78E-08,5.35E-06,Reproductive
GB50405,#N/A,XM_006562685.1," PREDICTED: Apis mellifera uncharacterized LOC100577492 (LOC100577492), transcript variant X2, mRNA",-1.63255349,6.385046203,24.40530721,7.81E-07,5.93E-05,Reproductive
