GeneID,D_melanogaster_Protein_ID,D_melanogaster_Gene_ID,accession,Gene_name
GB40264,#N/A,#N/A,XM_001122141.3," PREDICTED: Apis mellifera transcriptional activator protein Pur-alpha-like (LOC726399), transcript variant X1, mRNA"
GB40265,FBpp0089038,FBgn0022361,XM_006557305.1," PREDICTED: Apis mellifera transcriptional activator protein Pur-alpha-like (LOC726399), transcript variant X4, mRNA"
GB40266,#N/A,#N/A,XM_006557305.1," PREDICTED: Apis mellifera transcriptional activator protein Pur-alpha-like (LOC726399), transcript variant X4, mRNA"
GB40267,FBpp0083665,FBgn0038996,XM_625031.4," PREDICTED: Apis mellifera mitochondrial ribosomal protein L45 (mRpL45), mRNA"
GB40268,#N/A,#N/A,XM_006557300.1," PREDICTED: Apis mellifera uncharacterized LOC102655859 (LOC102655859), mRNA"
GB40269,FBpp0082928,FBgn0010926,XM_397160.4," PREDICTED: Apis mellifera uncharacterized LOC413720 (LOC413720), transcript variant X2, mRNA"
GB40270,#N/A,#N/A,XM_006557302.1," PREDICTED: Apis mellifera uncharacterized LOC100576298 (LOC100576298), mRNA"
GB40271,FBpp0071254,FBgn0030122,XM_006557320.1," PREDICTED: Apis mellifera aladin-like (LOC100576146), mRNA"
GB40273,FBpp0083757,FBgn0039039,XM_006557318.1," PREDICTED: Apis mellifera uncharacterized LOC100576110 (LOC100576110), transcript variant X3, mRNA"
GB40274,#N/A,#N/A,XM_395281.4," PREDICTED: Apis mellifera kinesin 2C (kinesin-2C), transcript variant X5, mRNA"
GB40275,#N/A,#N/A,XM_006572492.1," PREDICTED: Apis mellifera uncharacterized LOC102654669 (LOC102654669), mRNA"
GB40276,#N/A,#N/A,XM_006572510.1," PREDICTED: Apis mellifera excitatory amino acid transporter 3-like (LOC102656460), partial mRNA"
GB40278,FBpp0070087,FBgn0023537,XM_393234.5," PREDICTED: Apis mellifera methylmalonate-semialdehyde dehydrogenase [acylating]-like protein (LOC409736), transcript variant X6, mRNA"
GB40279,#N/A,#N/A,XM_006568045.1," PREDICTED: Apis mellifera uncharacterized LOC100577322 (LOC100577322), transcript variant X2, mRNA"
GB40280,FBpp0087539,FBgn0027580,XM_006568043.1," PREDICTED: Apis mellifera pyruvate carboxylase, mitochondrial-like (LOC412876), transcript variant X1, mRNA"
GB40281,#N/A,#N/A,XR_411075.1," PREDICTED: Apis mellifera uncharacterized LOC102655925 (LOC102655925), ncRNA"
GB40282,FBpp0289067,FBgn0259227,XM_006568041.1," PREDICTED: Apis mellifera uncharacterized LOC409714 (LOC409714), transcript variant X1, mRNA"
GB40283,FBpp0078411,FBgn0051547,XM_003251121.2," PREDICTED: Apis mellifera bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like (LOC409715), mRNA"
GB40284,#N/A,#N/A,XM_001121037.3," PREDICTED: Apis mellifera cytochrome P450 6AS10 (CYP6AS10), mRNA"
GB40285,#N/A,#N/A,XM_001121037.3," PREDICTED: Apis mellifera cytochrome P450 6AS10 (CYP6AS10), mRNA"
GB40286,#N/A,#N/A,XM_001120976.3," PREDICTED: Apis mellifera cytochrome P450 6AS16P (CYP6AS16P), mRNA"
GB40287,#N/A,#N/A,XM_623424.4," PREDICTED: Apis mellifera cytochrome P450 6AS13 (CYP6AS13), transcript variant 1, mRNA"
GB40288,FBpp0087770,FBgn0033304,XM_623424.4," PREDICTED: Apis mellifera cytochrome P450 6AS13 (CYP6AS13), transcript variant 1, mRNA"
GB40289,FBpp0074800,FBgn0036848,XM_006568038.1," PREDICTED: Apis mellifera carbohydrate kinase domain-containing protein-like (LOC550956), transcript variant X1, mRNA"
GB40296,FBpp0083082,FBgn0038640,XM_006557299.1," PREDICTED: Apis mellifera kanadaptin-like (LOC412637), mRNA"
GB40297,#N/A,#N/A,XM_006557298.1," PREDICTED: Apis mellifera uncharacterized LOC550975 (LOC550975), transcript variant X2, mRNA"
GB40298,#N/A,#N/A,XM_006557297.1," PREDICTED: Apis mellifera uncharacterized LOC102655415 (LOC102655415), mRNA"
GB40299,FBpp0073079,FBgn0035513,NM_001270821.1," Apis mellifera cuticular protein 5 (CPR5), mRNA"
GB40300,#N/A,#N/A,XM_624464.4," PREDICTED: Apis mellifera aldose-1-epimerase (LOC552086), transcript variant X3, mRNA"
GB40301,FBpp0076771,FBgn0035679,XM_624464.4," PREDICTED: Apis mellifera aldose-1-epimerase (LOC552086), transcript variant X3, mRNA"
GB40302,FBpp0077419,FBgn0250906,XM_395047.5," PREDICTED: Apis mellifera phosphoglycerate kinase (Pgk), transcript variant 1, mRNA"
GB40303,FBpp0073935,FBgn0030710,XM_006557281.1," PREDICTED: Apis mellifera uncharacterized LOC412187 (LOC412187), transcript variant X2, mRNA"
GB40304,#N/A,#N/A,XM_397331.5," PREDICTED: Apis mellifera ankyrin-1-like (LOC413892), transcript variant X2, mRNA"
GB40305,FBpp0088174,FBgn0039909,XM_397330.5," PREDICTED: Apis mellifera NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (Ndufs2), transcript variant 1, mRNA"
GB40307,FBpp0082384,FBgn0004855,XM_396002.3," PREDICTED: Apis mellifera RNA polymerase II 15kD subunit (RpII15), transcript variant X2, mRNA"
GB40308,FBpp0099759,FBgn0036306,XM_393027.5," PREDICTED: Apis mellifera hsp70-binding protein 1-like (LOC409521), mRNA"
GB40309,FBpp0079908,FBgn0032407,XM_006557284.1," PREDICTED: Apis mellifera peroxisomal biogenesis factor 19-like (LOC100578522), transcript variant X2, mRNA"
GB40310,FBpp0289571,FBgn0039908,XM_395046.5," PREDICTED: Apis mellifera uncharacterized LOC411575 (LOC411575), transcript variant X5, mRNA"
GB40311,#N/A,#N/A,XM_006557296.1," PREDICTED: Apis mellifera uncharacterized LOC100578684 (LOC100578684), mRNA"
GB40312,FBpp0085277,FBgn0032955,XM_006557290.1," PREDICTED: Apis mellifera choline/ethanolamine kinase-like (LOC411525), transcript variant X2, mRNA"
GB40313,#N/A,#N/A,XM_006557292.1," PREDICTED: Apis mellifera choline/ethanolamine kinase-like (LOC411525), transcript variant X4, mRNA"
GB40315,#N/A,#N/A,XM_396192.5," PREDICTED: Apis mellifera roundabout (robo), mRNA"
GB40316,FBpp0071834,FBgn0005631,XM_396192.5," PREDICTED: Apis mellifera roundabout (robo), mRNA"
GB40318,#N/A,#N/A,XM_001121700.3," PREDICTED: Apis mellifera transcription initiation factor TFIID subunit 3-like (LOC725906), mRNA"
GB40319,FBpp0271736,FBgn0032717,XM_006572132.1," PREDICTED: Apis mellifera uncharacterized LOC552129 (LOC552129), mRNA"
GB40320,FBpp0088955,FBgn0002174,XM_006572131.1," PREDICTED: Apis mellifera DnaJ60-like protein (LOC411359), transcript variant X1, mRNA"
GB40326,#N/A,#N/A,XM_006572612.1," PREDICTED: Apis mellifera potassium voltage-gated channel subfamily KQT member 1-like (LOC102655649), mRNA"
GB40327,#N/A,#N/A,XM_001122600.3," PREDICTED: Apis mellifera uncharacterized LOC726884 (LOC726884), mRNA"
GB40329,#N/A,#N/A,XM_006557870.1," PREDICTED: Apis mellifera uncharacterized LOC102654001 (LOC102654001), mRNA"
GB40330,#N/A,#N/A,XM_006572296.1," PREDICTED: Apis mellifera uncharacterized LOC102655287 (LOC102655287), partial mRNA"
GB40331,#N/A,#N/A,XM_006572404.1," PREDICTED: Apis mellifera uncharacterized LOC102653914 (LOC102653914), partial mRNA"
GB40332,FBpp0080629,FBgn0032691,XM_001123220.3," PREDICTED: Apis mellifera cysteine-rich protein 2-binding protein-like (LOC727511), mRNA"
GB40333,FBpp0088144,FBgn0040324,XM_392239.5," PREDICTED: Apis mellifera ephrin-B2a-like (LOC408703), transcript variant 1, partial mRNA"
GB40334,#N/A,#N/A,XR_409940.1," PREDICTED: Apis mellifera uncharacterized LOC100577383 (LOC100577383), ncRNA"
GB40335,#N/A,#N/A,XM_006559665.1," PREDICTED: Apis mellifera neutral ceramidase (CDase), transcript variant X1, mRNA"
GB40336,FBpp0085007,FBgn0039774,XM_006559665.1," PREDICTED: Apis mellifera neutral ceramidase (CDase), transcript variant X1, mRNA"
GB40337,FBpp0082213,FBgn0038140,NM_001164008.1," Apis mellifera pyrokinin-like receptor 1 (LOC551571), mRNA"
GB40338,FBpp0083124,FBgn0038673,XM_006559664.1," PREDICTED: Apis mellifera UPF0488 protein CG14286-like (LOC102656579), mRNA"
GB40339,FBpp0075964,FBgn0036125,XM_397179.5," PREDICTED: Apis mellifera iodotyrosine dehalogenase 1-like (LOC413740), transcript variant X2, mRNA"
GB40340,#N/A,#N/A,XM_003249477.2," PREDICTED: Apis mellifera uncharacterized LOC100576863 (LOC100576863), transcript variant X1, mRNA"
GB40341,FBpp0078362,FBgn0046222,XM_397060.4," PREDICTED: Apis mellifera uncharacterized LOC413618 (LOC413618), mRNA"
GB40342,FBpp0070284,FBgn0028274,XM_006559650.1," PREDICTED: Apis mellifera nucleostemin 3 (ns3), mRNA"
GB40343,FBpp0070174,FBgn0040397,XM_006559649.1," PREDICTED: Apis mellifera uncharacterized LOC413620 (LOC413620), transcript variant X2, mRNA"
GB40344,FBpp0112217,FBgn0039655,XM_006559645.1," PREDICTED: Apis mellifera phospholipase A2-1 (PLA2-1), mRNA"
GB40346,#N/A,#N/A,XR_408462.1," PREDICTED: Apis mellifera uncharacterized LOC552177 (LOC552177), misc_RNA"
GB40347,#N/A,#N/A,XM_006559644.1," PREDICTED: Apis mellifera uncharacterized LOC102655389 (LOC102655389), mRNA"
GB40348,FBpp0084720,FBgn0015589,XR_408462.1," PREDICTED: Apis mellifera uncharacterized LOC552177 (LOC552177), misc_RNA"
GB40349,#N/A,#N/A,XM_006559675.1," PREDICTED: Apis mellifera uncharacterized LOC726673 (LOC726673), partial mRNA"
GB40350,FBpp0072619,FBgn0035229,XM_395592.5," PREDICTED: Apis mellifera DENN domain-containing protein 5B-like (LOC412128), transcript variant X5, mRNA"
GB40351,#N/A,#N/A,XR_408458.1," PREDICTED: Apis mellifera uncharacterized LOC102655053 (LOC102655053), ncRNA"
GB40352,#N/A,#N/A,XR_408448.1," PREDICTED: Apis mellifera uncharacterized LOC102654732 (LOC102654732), ncRNA"
GB40353,#N/A,#N/A,XR_408453.1," PREDICTED: Apis mellifera uncharacterized LOC102654896 (LOC102654896), transcript variant X1, ncRNA"
GB40354,#N/A,#N/A,XR_408453.1," PREDICTED: Apis mellifera uncharacterized LOC102654896 (LOC102654896), transcript variant X1, ncRNA"
GB40355,FBpp0086387,FBgn0034084,XM_396635.4," PREDICTED: Apis mellifera coiled-coil domain-containing protein 94-like (LOC413184), transcript variant X2, mRNA"
GB40356,FBpp0087006,FBgn0033710,XM_006559624.1," PREDICTED: Apis mellifera spondin-1-like (LOC413185), transcript variant X3, mRNA"
GB40357,FBpp0271738,FBgn0025681,XM_006559618.1," PREDICTED: Apis mellifera UPF0518 protein AGAP011705-like (LOC412284), transcript variant X2, mRNA"
GB40358,FBpp0070216,FBgn0024985,XM_393625.5," PREDICTED: Apis mellifera RILP-like protein homolog (LOC410142), transcript variant X2, mRNA"
GB40359,FBpp0070337,FBgn0023511,XM_001122669.3," PREDICTED: Apis mellifera ER degradation-enhancing alpha-mannosidase-like 1 (Edem1), mRNA"
GB40360,FBpp0074075,FBgn0261609,XM_006559673.1," PREDICTED: Apis mellifera eukaryotic translation initiation factor 2 subunit 1-like (LOC726500), mRNA"
GB40361,FBpp0087082,FBgn0260012,XM_623857.3," PREDICTED: Apis mellifera sister chromatid cohesion protein PDS5 homolog B-A-like (LOC551462), transcript variant X4, mRNA"
GB40362,FBpp0086223,FBgn0025832,XM_006559608.1," PREDICTED: Apis mellifera flap endonuclease 1 (LOC412308), mRNA"
GB40363,FBpp0077577,FBgn0086698,XM_006559605.1," PREDICTED: Apis mellifera fritz (frtz), transcript variant X1, mRNA"
GB40364,FBpp0079833,FBgn0032361,XM_623489.4," PREDICTED: Apis mellifera conserved oligomeric Golgi complex subunit 8 (LOC551090), mRNA"
GB40365,FBpp0085616,FBgn0034496,XM_006559601.1," PREDICTED: Apis mellifera ATP-dependent RNA helicase DDX24-like (LOC726586), mRNA"
GB40366,#N/A,#N/A,XR_408443.1," PREDICTED: Apis mellifera uncharacterized LOC102656367 (LOC102656367), transcript variant X2, ncRNA"
GB40367,#N/A,#N/A,XR_408440.1," PREDICTED: Apis mellifera uncharacterized LOC100578698 (LOC100578698), transcript variant X1, ncRNA"
GB40368,#N/A,#N/A,XR_408441.1," PREDICTED: Apis mellifera uncharacterized LOC100578698 (LOC100578698), transcript variant X2, ncRNA"
GB40369,#N/A,#N/A,XR_408434.1," PREDICTED: Apis mellifera uncharacterized LOC100578607 (LOC100578607), transcript variant X3, ncRNA"
GB40370,#N/A,#N/A,XR_408434.1," PREDICTED: Apis mellifera uncharacterized LOC100578607 (LOC100578607), transcript variant X3, ncRNA"
GB40372,#N/A,#N/A,XR_408429.1," PREDICTED: Apis mellifera uncharacterized LOC102655855 (LOC102655855), transcript variant X2, ncRNA"
GB40373,#N/A,#N/A,XM_392487.5," PREDICTED: Apis mellifera uncharacterized protein C20orf112-like (LOC408958), transcript variant X3, mRNA"
GB40375,#N/A,#N/A,XR_408417.1," PREDICTED: Apis mellifera uncharacterized LOC100578376 (LOC100578376), transcript variant X7, misc_RNA"
GB40377,#N/A,#N/A,XM_006559586.1," PREDICTED: Apis mellifera uncharacterized LOC551717 (LOC551717), mRNA"
GB40378,#N/A,#N/A,XM_006559584.1," PREDICTED: Apis mellifera uncharacterized LOC725331 (LOC725331), transcript variant X2, mRNA"
GB40379,#N/A,#N/A,XR_408410.1," PREDICTED: Apis mellifera uncharacterized LOC102655052 (LOC102655052), ncRNA"
GB40381,FBpp0074848,FBgn0036816,XM_006559575.1," PREDICTED: Apis mellifera protein I'm not dead yet-like (LOC725438), mRNA"
GB40382,FBpp0110117,FBgn0041243,XM_001121326.3," PREDICTED: Apis mellifera gustatory receptor 3 (Gr3), mRNA"
GB40383,#N/A,#N/A,XR_408408.1," PREDICTED: Apis mellifera uncharacterized LOC410018 (LOC410018), transcript variant X8, misc_RNA"
GB40384,#N/A,#N/A,XR_408408.1," PREDICTED: Apis mellifera uncharacterized LOC410018 (LOC410018), transcript variant X8, misc_RNA"
GB40385,FBpp0079348,FBgn0003209,XM_006559567.1," PREDICTED: Apis mellifera uncharacterized LOC410018 (LOC410018), transcript variant X2, mRNA"
GB40386,#N/A,#N/A,XM_006559571.1," PREDICTED: Apis mellifera uncharacterized LOC410018 (LOC410018), transcript variant X6, mRNA"
GB40387,FBpp0080256,FBgn0028926,XM_392721.5," PREDICTED: Apis mellifera protein Dr1 (NC2beta), transcript variant 2, mRNA"
GB40388,FBpp0084351,FBgn0260946,XM_006559561.1," PREDICTED: Apis mellifera exo84 protein (exo84), mRNA"
GB40389,FBpp0078864,FBgn0000308,NM_001098167.1," Apis mellifera profilin (PRF), transcript variant 1, mRNA"
GB40390,#N/A,#N/A,XM_006559546.1," PREDICTED: Apis mellifera sodium/hydrogen exchanger-like domain-containing protein 1-like (LOC725900), transcript variant X1, mRNA"
GB40391,#N/A,#N/A,XM_003249464.2," PREDICTED: Apis mellifera uncharacterized LOC100577582 (LOC100577582), transcript variant X1, mRNA"
GB40392,#N/A,#N/A,XM_006559537.1," PREDICTED: Apis mellifera sodium-independent sulfate anion transporter-like (LOC552279), transcript variant X1, mRNA"
GB40393,#N/A,#N/A,XM_006559528.1," PREDICTED: Apis mellifera uncharacterized LOC102656154 (LOC102656154), transcript variant X1, mRNA"
GB40394,#N/A,#N/A,XR_408407.1," PREDICTED: Apis mellifera uncharacterized LOC102656242 (LOC102656242), ncRNA"
GB40395,FBpp0084133,FBgn0045866,XM_392556.5," PREDICTED: Apis mellifera baiser (bai), mRNA"
GB40397,FBpp0078961,FBgn0031832,XM_006559521.1," PREDICTED: Apis mellifera tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6-like (LOC102655836), mRNA"
GB40398,FBpp0087807,FBgn0033315,XM_006559522.1," PREDICTED: Apis mellifera beta-1,3-galactosyltransferase 6-like (LOC102655877), mRNA"
GB40399,FBpp0071049,FBgn0260858,XM_624931.4," PREDICTED: Apis mellifera YKT6 v-SNARE protein (Ykt6), transcript variant X1, mRNA"
GB40400,FBpp0086889,FBgn0013955,XM_006559511.1," PREDICTED: Apis mellifera uncharacterized LOC552576 (LOC552576), mRNA"
GB40401,#N/A,#N/A,XM_006559511.1," PREDICTED: Apis mellifera uncharacterized LOC552576 (LOC552576), mRNA"
GB40405,#N/A,#N/A,XM_006559452.1," PREDICTED: Apis mellifera proximal to raf (ptr), transcript variant X6, mRNA"
GB40407,FBpp0290923,FBgn0038402,XM_006559669.1," PREDICTED: Apis mellifera uncharacterized LOC725020 (LOC725020), mRNA"
GB40408,#N/A,#N/A,XM_006559669.1," PREDICTED: Apis mellifera uncharacterized LOC725020 (LOC725020), mRNA"
GB40409,FBpp0111539,FBgn0085415,XM_006559464.1," PREDICTED: Apis mellifera uncharacterized LOC100577488 (LOC100577488), transcript variant X1, mRNA"
GB40410,#N/A,#N/A,XM_006559467.1," PREDICTED: Apis mellifera uncharacterized LOC413556 (LOC413556), mRNA"
GB40411,FBpp0072737,FBgn0035293,XM_006559467.1," PREDICTED: Apis mellifera uncharacterized LOC413556 (LOC413556), mRNA"
GB40412,FBpp0083149,FBgn0051475,XM_394716.5," PREDICTED: Apis mellifera 45 kDa calcium-binding protein-like (LOC411242), transcript variant X2, mRNA"
GB40413,#N/A,#N/A,XR_408387.1," PREDICTED: Apis mellifera uncharacterized LOC102656530 (LOC102656530), transcript variant X2, ncRNA"
GB40414,FBpp0079708,FBgn0032296,XM_001122102.3," PREDICTED: Apis mellifera protein SMG8 (LOC726359), mRNA"
GB40415,#N/A,#N/A,XM_003249483.2," PREDICTED: Apis mellifera uncharacterized LOC100577452 (LOC100577452), mRNA"
GB40416,FBpp0071864,FBgn0003900,XM_006559425.1," PREDICTED: Apis mellifera twist (Twi), transcript variant X1, mRNA"
GB40417,#N/A,#N/A,NM_001142461.1," Apis mellifera transmembrane protein 98 (Tmem98), mRNA"
GB40418,#N/A,#N/A,XR_408404.1," PREDICTED: Apis mellifera uncharacterized LOC102654020 (LOC102654020), transcript variant X5, misc_RNA"
GB40419,#N/A,#N/A,XM_006559494.1," PREDICTED: Apis mellifera rho GTPase-activating protein 100F ortholog (LOC409836), transcript variant X12, mRNA"
GB40420,FBpp0291391,FBgn0039883,XM_006559486.1," PREDICTED: Apis mellifera rho GTPase-activating protein 100F ortholog (LOC409836), transcript variant X4, mRNA"
GB40421,#N/A,#N/A,XM_006559486.1," PREDICTED: Apis mellifera rho GTPase-activating protein 100F ortholog (LOC409836), transcript variant X4, mRNA"
GB40422,#N/A,#N/A,XM_006559503.1," PREDICTED: Apis mellifera uncharacterized LOC409325 (LOC409325), transcript variant X1, mRNA"
GB40424,#N/A,#N/A,XM_006559505.1," PREDICTED: Apis mellifera e3 ubiquitin-protein ligase TRIM23-like (LOC409166), mRNA"
GB40425,#N/A,#N/A,XM_001123356.3," PREDICTED: Apis mellifera uncharacterized LOC727649 (LOC727649), mRNA"
GB40426,#N/A,#N/A,XM_001123354.3," PREDICTED: Apis mellifera uncharacterized LOC727647 (LOC727647), mRNA"
GB40427,FBpp0074523,FBgn0086384,XM_006559508.1," PREDICTED: Apis mellifera neurofibromin 2 (merlin) (NF2), transcript variant X3, mRNA"
GB40428,FBpp0074284,FBgn0030891,XM_003249490.2," PREDICTED: Apis mellifera transcriptional adapter 3-B-like (LOC411658), mRNA"
GB40429,FBpp0083414,FBgn0015790,XM_006559443.1," PREDICTED: Apis mellifera Rab-protein 11 (Rab11), transcript variant X1, mRNA"
GB40430,#N/A,#N/A,XM_006559442.1," PREDICTED: Apis mellifera vacuolar protein sorting-associated protein 72 homolog (YL-1), transcript variant X4, mRNA"
GB40431,FBpp0081276,FBgn0037513,XM_392773.5," PREDICTED: Apis mellifera beta-ureidopropionase-like (LOC409250), transcript variant 1, mRNA"
GB40432,#N/A,#N/A,XM_006559437.1," PREDICTED: Apis mellifera AN1-type zinc finger protein 5-like (LOC410085), transcript variant X4, mRNA"
GB40433,#N/A,#N/A,XM_006559439.1," PREDICTED: Apis mellifera AN1-type zinc finger protein 5-like (LOC410085), transcript variant X6, mRNA"
GB40434,FBpp0091168,FBgn0053936,XM_006559439.1," PREDICTED: Apis mellifera AN1-type zinc finger protein 5-like (LOC410085), transcript variant X6, mRNA"
GB40436,FBpp0087094,FBgn0023167,XM_001120143.3," PREDICTED: Apis mellifera small ribonucleoprotein Sm D3 (SmD3), transcript variant X1, mRNA"
GB40437,#N/A,#N/A,XM_006559433.1," PREDICTED: Apis mellifera adenomatous polyposis coli protein-like (LOC724437), mRNA"
GB40438,FBpp0085058,FBgn0039771,XM_001120227.3," PREDICTED: Apis mellifera osiris 23 (Osi23), mRNA"
GB40439,FBpp0112222,FBgn0039770,NM_001012615.1," Apis mellifera corticotropin releasing hormone binding protein (crh-BP), mRNA"
GB40440,FBpp0072752,FBgn0035317,XM_006559432.1," PREDICTED: Apis mellifera intraflagellar transport protein osm-1 (osm-1), mRNA"
GB40441,FBpp0072938,FBgn0035444,XM_392884.5," PREDICTED: Apis mellifera brain protein I3-like (LOC409369), mRNA"
GB40442,FBpp0080119,FBgn0000153,XM_395238.5," PREDICTED: Apis mellifera glutamate decarboxylase-like protein 1-like (LOC411771), mRNA"
GB40443,#N/A,#N/A,XM_006559431.1," PREDICTED: Apis mellifera alanine aminotransferase 2-like (LOC409196), mRNA"
GB40444,FBpp0085549,FBgn0034543,XM_392719.5," PREDICTED: Apis mellifera MIP18 family protein CG30152-like (LOC409195), mRNA"
GB40445,FBpp0079077,FBgn0031918,NM_001242997.1," Apis mellifera C-type lectin 5 (CTL5), mRNA"
GB40446,FBpp0086756,FBgn0033869,XM_006559429.1," PREDICTED: Apis mellifera cuticular protein 8 (CPR8), transcript variant X2, mRNA"
GB40447,#N/A,#N/A,XM_006559428.1," PREDICTED: Apis mellifera pro-resilin-like (LOC102654371), mRNA"
GB40448,FBpp0070766,FBgn0029785,NM_001174143.1," Apis mellifera ribosomal protein L35 (RpL35), mRNA"
GB40449,#N/A,#N/A,NM_001242997.1," Apis mellifera C-type lectin 5 (CTL5), mRNA"
